"","ResponseId","Q49_1","Q2_1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q3_9","Q3_10","Q5","Q8","Q9","Race","Best_Way_to_hear","Aquatic Interest","Art Interest","Game Night Interest","Fitness Class Interest","Intramural Sports Interst","Programs Interest","Q14","How Hear"
"54","R_3oHiVVs6w6ytyuR","3","2","9","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","None of the above","Jewelry Making ,Lettering","None of the above","Yoga ,Pilates","None of the above","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook"
"55","R_wSDVO5rz16tXxVD","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White_American Indian or Alaska Native_Asian","Email ,Text ,Mail ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","","Circuit training ,Boot camp ,Yoga ,Pilates","Volleyball ,Badminton ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Facebook,Through Community Involvement"
"56","R_suJ2SaNbWl4YHoR","4","1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Lifeguard Programs ,Rec Open Swim","None of the above","Board Games ,Card Games","None of the above","None of the above","Cooking classes","Moderately familiar","Email,Word of Mouth,Facebook"
"57","R_0wbriDCCoe0t5Jv","2","1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","Black or African American","Email ,Text ,Calendar","Rec Open Swim ,Water Fitness ,Other:","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games","Adult Ballet (or other dance) ,Other","None of the above","None of the above","Moderately familiar","Email,Through Community Involvement"
"58","R_uxJoXTHf9NBraKd","4","2","9","11",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Text ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Open Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games ,Chess","Yoga","Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Word of Mouth,Other"
"59","R_27kQSclziKe68kt","4","2","9","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","Yes","White","Email ,Mail ,Brochure ,Other:","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga","Basketball ,Indoor soccer ,Tennis","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Other"
"60","R_1qX44cp23N8lMpi","4","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail","Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Jewelry Making","Other:","None of the above","None of the above","Cooking classes","Extremely familiar","Email,Facebook,Other"
"61","R_1QgBqqopeXK4pwu","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","Black or African American","Text ,Brochure","None of the above","Painting ,Jewelry Making","Board Games ,Card Games ,Chess","Circuit training ,Yoga","Basketball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Word of Mouth,Through Community Involvement"
"62","R_2wadk9ktU7aYWKl","4","2","0","2",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Brochure","Traditional Swim Lessons ,Rec Lap Swim","Painting ,Drawing","None of the above","Other","Basketball ,Volleyball ,Tennis","Cooking classes ,Guided hikes","Very familiar","Email,Mail,Word of Mouth,Facebook,Through Community Involvement"
"63","R_1mXmphvlCK9yWzd","4","2","13","11",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing","Board Games ,E-Games ,Card Games ,Chess","Circuit training ,Yoga ,Pilates","Basketball ,Volleyball ,Badminton ,Pickleball ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Facebook"
"64","R_3PZzyU8LuzlIltY","3","1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Traditional Swim Lessons ,Lifeguard Programs ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing","Board Games ,Card Games ,Chess","Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Badminton ,Indoor soccer ,Pickleball ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","I never hear about the programs"
"65","R_1dboTlKWFrYdQAA","5","3","5","7","9",NA,NA,NA,"0",NA,NA,NA,"No","45,000-64,999","No","White","Email ,Calendar","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim","Lettering","None of the above","Circuit training ,Boot camp","Basketball ,Volleyball","Environmental habits (composting, home garden, bee-keeping)","Very familiar","Facebook"
"66","R_2bZ73y5lSBSoenX","4","1","9",NA,NA,NA,"0",NA,NA,NA,NA,NA,"No","65,000-103,999","No","Black or African American_Other","Email ,Text","Traditional Swim Lessons","Jewelry Making","Board Games ,E-Games","Circuit training ,Boot camp ,Yoga","Badminton","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Facebook"
"67","R_1QG8QineUgidc1O","5","3","11","9","7",NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Brochure ,Calendar","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness","Painting ,Drawing","Board Games ,Chess","Yoga ,Pilates","Volleyball","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Extremely familiar","Email,Word of Mouth,Facebook,Through Community Involvement"
"68","R_3IcqTaxPKAhivIr","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Rec Open Swim ,Water Fitness","None of the above","Board Games ,Card Games","Adult Ballet (or other dance)","Pickleball","Cooking classes ,Guided hikes","Moderately familiar","Facebook,Other"
"69","R_1lccAqukT7IETkH","4","2","9","2",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","Black or African American","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Water Fitness","Painting ,Other:","None of the above","Circuit training ,Adult Ballet (or other dance)","None of the above","Cooking classes ,Guided hikes","Slightly familiar","Email,Facebook"
"70","R_2uqTp9roIvLREJ7","5","3","4","7","9",NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Mail ,Calendar","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Indoor soccer","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth"
"71","R_pQ6naoOAoObHpoB","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Email","None of the above","Painting ,Jewelry Making","None of the above","None of the above","None of the above","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook"
"72","R_d5SjrSfLoac99Yd","3","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Other","Email ,Brochure","Rec Open Swim","None of the above","None of the above","Circuit training","Basketball ,Pickleball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook"
"73","R_1EduweXY4NeA57j","3","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email ,Mail ,Calendar","Traditional Swim Lessons ,Rec Open Swim","Painting ,Drawing ,Jewelry Making","Card Games","","","Cooking classes","Slightly familiar","Facebook"
"74","R_Ahe6BNbKIqSazBv","3","1","5",NA,NA,NA,NA,NA,"0",NA,NA,NA,"No","104,000-115,999","No","White","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Open Swim","None of the above","None of the above","Other","None of the above","Cooking classes","Not familiar at all","Facebook"
"75","R_1l5CSAbmVDbluks","4","2","16","13",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Other:","Rec Lap Swim","Jewelry Making","","Circuit training ,Boot camp ,Yoga ,Pilates","Tennis","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Facebook,Through Community Involvement,Other"
"76","R_3Krrd0bNfuSbPRS","5","4","2","4","7","13",NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","Black or African American","Email","Traditional Swim Lessons","Jewelry Making","Board Games ,Card Games","Yoga ,Adult Ballet (or other dance)","","Cooking classes","Slightly familiar","Email"
"77","R_PNvUrYBVv9foc81","6","4","7","9","11","13",NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email ,Brochure ,Calendar","Rec Open Swim","Painting ,Jewelry Making ,Other:","Board Games ,Card Games ,Chess","Yoga ,Pilates","Basketball ,Volleyball ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Through Community Involvement"
"78","R_1pu1TL6oeMFrL2q","6","4","13","11","9","5",NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White_American Indian or Alaska Native","Email ,Text ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Open Swim ,Other:","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates ,Other","Basketball ,Volleyball ,Indoor soccer ,Tennis","Golf simulator ,Cooking classes","Moderately familiar","Word of Mouth,Facebook"
"79","R_2qDHgSsfaJNlhKM","5","3","16","13","7",NA,"0",NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Text ,Mail ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Lettering","Board Games","Circuit training ,Boot camp ,Yoga ,Pilates","Badminton ,Indoor soccer ,Pickleball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Facebook,Through Community Involvement"
"80","R_3gSr55AQNNRoTLU","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Text ,Mail","Rec Lap Swim ,Water Fitness ,Water Polo","Jewelry Making","Board Games ,Card Games","Circuit training ,Boot camp ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Badminton ,Pickleball","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Word of Mouth,Facebook"
"81","R_3JEkmi0yhxzlZ5a","5","2","5","14",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","Black or African American","Email","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting","Board Games ,Card Games ,Chess","Boot camp","Basketball ,Volleyball ,Tennis","Cooking classes","Moderately familiar","Word of Mouth,Facebook"
"82","R_qXtUnX3qixrE2Yh","2","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White","Email ,Text","Other:","Painting","None of the above","Boot camp","None of the above","None of the above","Slightly familiar","Word of Mouth"
"83","R_3kpSdiCpEFSO6XW","4","2","9","7",NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","Other","Email","None of the above","Painting ,Jewelry Making ,Lettering","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates","","Cooking classes","Slightly familiar","Facebook"
"84","R_12o2nK7Vf1mMlsY","2","1","18","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Black or African American","Email ,Mail","Traditional Swim Lessons ,Paddleboard Yoga","Painting","None of the above","Yoga ,Pilates","Basketball","None of the above","Very familiar","Email,Word of Mouth"
"85","R_1C7P4W9nD52mV8x","4","2","7","5",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Paddleboard Yoga","Painting ,Drawing","None of the above","Yoga ,Adult Ballet (or other dance)","None of the above","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Word of Mouth,Facebook"
"86","R_3jcSX8cBmS6gMBe","6","3","16","16","16",NA,NA,NA,"0",NA,NA,NA,"No","More than 115,999","Yes","White","Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Drawing","None of the above","None of the above","None of the above","Cooking classes","Very familiar","Facebook,Through Community Involvement"
"87","R_1DwKAGAPXYo8k4g","4","2","14","16",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Text ,Mail ,Brochure ,Calendar","None of the above","None of the above","None of the above","Circuit training ,Boot camp ,Pilates","None of the above","Golf simulator","Moderately familiar","Email,Word of Mouth,Facebook"
"88","R_1LYWX9pqIIEUZbM","3","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Open Swim","Painting ,Jewelry Making","None of the above","None of the above","None of the above","Cooking classes","Slightly familiar","Facebook"
"89","R_CdZkTDWuq3twskV","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","Other","Email ,Brochure","Rec Lap Swim ,Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making","","Yoga ,Pilates ,Adult Ballet (or other dance)","","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"90","R_eFd0wfoHthKGDrr","3","1","16",NA,NA,NA,NA,NA,"0",NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail","Rec Lap Swim ,Rec Open Swim ,Water Fitness","None of the above","","Other","Basketball ,Volleyball","Cooking classes","Moderately familiar","Mail,Facebook"
"91","R_2YQIcpKla3BoeV9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Email","Water Fitness","Painting","Card Games ,Chess","Circuit training","Basketball ,Volleyball ,Tennis","Golf simulator ,Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Mail,Facebook,Through Community Involvement"
"92","R_1LcHsUFQEk1uC1k","6","2","9","13",NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Water Fitness","Painting ,Drawing ,Jewelry Making","Board Games ,E-Games ,Card Games","Circuit training ,Yoga ,Pilates ,Adult Ballet (or other dance)","Pickleball","Golf simulator ,Cooking classes","Moderately familiar","Email,Mail,Word of Mouth,Facebook,Through Community Involvement"
"93","R_TjRLyEb4QPSOyLn","4","2","16","14",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games","Yoga ,Adult Ballet (or other dance)","","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Facebook,Through Community Involvement"
"94","R_1GImAPsO3KVK7OF","5","3","16","14","9",NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Mail ,Brochure","None of the above","Painting","None of the above","Yoga","Tennis","Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Mail,Word of Mouth,Facebook"
"95","R_1poFdWSpnaeQoLs","4","1","13","18",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Other:","Painting ,Jewelry Making ,Other:","Board Games ,Card Games","Yoga","","Cooking classes","Moderately familiar","Email,Mail,Word of Mouth,Facebook"
